topic_slug,part_of_speech,level,translations,meta
"general","noun","2","{""en"":""businessman"",""ru"":""бизнесмен"",""et"":""ärimees"",""de"":""Geschäftsmann"",""no"":""forretningsmann""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""businesswoman"",""ru"":""деловая женщина"",""et"":""ärinaine"",""de"":""Geschäftsfrau"",""no"":""forretningskvinne""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cab"",""ru"":""такси"",""et"":""kabiin"",""de"":""Kabine"",""no"":""cab""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cafeteria"",""ru"":""столовая"",""et"":""kohvik"",""de"":""Cafeteria"",""no"":""kafeteria""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"time","noun","2","{""en"":""calendar"",""ru"":""календарь"",""et"":""kalender"",""de"":""Kalender"",""no"":""kalender""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"actions","verb","2","{""en"":""call"",""ru"":""вызов"",""et"":""helistada"",""de"":""anrufen"",""no"":""ringe""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""camp"",""ru"":""лагерь"",""et"":""laager"",""de"":""Lager"",""no"":""leir""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""camping"",""ru"":""кемпинг"",""et"":""telkimine"",""de"":""Camping"",""no"":""camping""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""campus"",""ru"":""кампус"",""et"":""ülikoolilinnak"",""de"":""Campus"",""no"":""campus""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""can"",""ru"":""может"",""et"":""saab"",""de"":""kann"",""no"":""kan""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""capital"",""ru"":""капитал"",""et"":""kapitali"",""de"":""Kapital"",""no"":""kapital""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""capital letter"",""ru"":""заглавная буква"",""et"":""suur täht"",""de"":""Großbuchstabe"",""no"":""stor bokstav""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""captain"",""ru"":""капитан"",""et"":""kapten"",""de"":""Kapitän"",""no"":""kaptein""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"transport","noun","2","{""en"":""car park"",""ru"":""автостоянка"",""et"":""parkla"",""de"":""Parkplatz"",""no"":""parkeringsplass""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""carrot"",""ru"":""морковь"",""et"":""porgand"",""de"":""Karotte"",""no"":""gulrot""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cash"",""ru"":""наличные"",""et"":""sularaha"",""de"":""Bargeld"",""no"":""kontanter""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cassette"",""ru"":""кассета"",""et"":""kassett"",""de"":""Kassette"",""no"":""kassett""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""castle"",""ru"":""замок"",""et"":""loss"",""de"":""Schloss"",""no"":""slott""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cause"",""ru"":""причина"",""et"":""põhjus"",""de"":""Ursache"",""no"":""årsak""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""cent"",""ru"":""цент"",""et"":""senti"",""de"":""Cent"",""no"":""cent""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""center"",""ru"":""центр"",""et"":""keskus"",""de"":""Zentrum"",""no"":""sentrum""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""centimeter"",""ru"":""сантиметр"",""et"":""sentimeetrit"",""de"":""Zentimeter"",""no"":""centimeter""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""century"",""ru"":""век"",""et"":""sajandil"",""de"":""Jahrhundert"",""no"":""århundre""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""cereal"",""ru"":""злак"",""et"":""teravilja"",""de"":""Müsli"",""no"":""frokostblanding""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""certain"",""ru"":""определенный"",""et"":""kindel"",""de"":""sicher"",""no"":""sikkert""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adverb","2","{""en"":""certainly"",""ru"":""конечно"",""et"":""kindlasti"",""de"":""sicherlich"",""no"":""sikkert""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chain"",""ru"":""цепь"",""et"":""kett"",""de"":""Kette"",""no"":""kjede""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chairman"",""ru"":""председатель"",""et"":""esimees"",""de"":""Vorsitzender"",""no"":""formann""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""challenge"",""ru"":""испытание"",""et"":""väljakutse"",""de"":""Herausforderung"",""no"":""utfordring""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""champagne"",""ru"":""шампанское"",""et"":""šampanja"",""de"":""Champagner"",""no"":""champagne""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""championship"",""ru"":""чемпионат"",""et"":""meistrivõistlused"",""de"":""Meisterschaft"",""no"":""mesterskap""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chance"",""ru"":""шанс"",""et"":""juhus"",""de"":""Chance"",""no"":""sjanse""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chapter"",""ru"":""глава"",""et"":""peatükk"",""de"":""Kapitel"",""no"":""kapittel""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chart"",""ru"":""диаграмма"",""et"":""diagrammi"",""de"":""Diagramm"",""no"":""diagram""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chat"",""ru"":""чат"",""et"":""vestelda"",""de"":""chatten"",""no"":""chatte""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cheap"",""ru"":""дешевый"",""et"":""odav"",""de"":""billig"",""no"":""billig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""check"",""ru"":""проверять"",""et"":""kontrollida"",""de"":""überprüfen"",""no"":""sjekk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cheek"",""ru"":""щека"",""et"":""põske"",""de"":""Wange"",""no"":""kinnet""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cheer"",""ru"":""радость"",""et"":""rõõmustama"",""de"":""jubeln"",""no"":""juble""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chef"",""ru"":""повар"",""et"":""kokk"",""de"":""Koch"",""no"":""kokk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""chemical"",""ru"":""химический"",""et"":""keemiline"",""de"":""chemisch"",""no"":""kjemisk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cheque"",""ru"":""проверять"",""et"":""kontrollida"",""de"":""überprüfen"",""no"":""sjekk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chess"",""ru"":""шахматы"",""et"":""male"",""de"":""Schach"",""no"":""sjakk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chest"",""ru"":""грудь"",""et"":""rinnus"",""de"":""Brust"",""no"":""brystet""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""childhood"",""ru"":""детство"",""et"":""lapsepõlves"",""de"":""Kindheit"",""no"":""barndom""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chili"",""ru"":""перец чили"",""et"":""tšilli"",""de"":""Chili"",""no"":""chili""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chimpanzee"",""ru"":""шимпанзе"",""et"":""šimpans"",""de"":""Schimpanse"",""no"":""sjimpanse""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chin"",""ru"":""подбородок"",""et"":""lõug"",""de"":""Kinn"",""no"":""hake""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""chirp"",""ru"":""чирикать"",""et"":""piiksuma"",""de"":""zwitschern"",""no"":""kvitre""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""choice"",""ru"":""выбор"",""et"":""valik"",""de"":""Wahl"",""no"":""valg""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cigarette"",""ru"":""сигарета"",""et"":""sigaret"",""de"":""Zigarette"",""no"":""sigarett""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","verb","2","{""en"":""citizen"",""ru"":""гражданин"",""et"":""kodanik"",""de"":""Bürger"",""no"":""borger""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""claim"",""ru"":""требовать"",""et"":""väide"",""de"":""Anspruch"",""no"":""krav""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""classic"",""ru"":""классический"",""et"":""klassikaline"",""de"":""klassisch"",""no"":""klassisk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""classical music"",""ru"":""классическая музыка"",""et"":""klassikaline muusika"",""de"":""klassische Musik"",""no"":""klassisk musikk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cleaner"",""ru"":""чище"",""et"":""koristaja"",""de"":""sauberer"",""no"":""renere""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""clear"",""ru"":""прозрачный"",""et"":""selge"",""de"":""klar"",""no"":""klar""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adverb","2","{""en"":""clearly"",""ru"":""четко"",""et"":""selgelt"",""de"":""klar"",""no"":""klart""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""clerk"",""ru"":""клерк"",""et"":""ametnik"",""de"":""Angestellter"",""no"":""kontorist""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""click"",""ru"":""щелкнуть"",""et"":""klõpsa"",""de"":""klicken"",""no"":""klikk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""climb"",""ru"":""взбираться"",""et"":""ronida"",""de"":""klettern"",""no"":""klatre""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""climbing"",""ru"":""восхождение"",""et"":""ronimine"",""de"":""Klettern"",""no"":""klatring""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""clone"",""ru"":""клонировать"",""et"":""kloon"",""de"":""Klonen"",""no"":""klone""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""clown"",""ru"":""клоун"",""et"":""kloun"",""de"":""Clown"",""no"":""klovn""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""clue"",""ru"":""зацепка"",""et"":""vihje"",""de"":""Ahnung"",""no"":""ledetråd""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""coast"",""ru"":""побережье"",""et"":""rannikul"",""de"":""Küste"",""no"":""kysten""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""coin"",""ru"":""монета"",""et"":""münt"",""de"":""Münze"",""no"":""mynt""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cola"",""ru"":""кола"",""et"":""koola"",""de"":""Cola"",""no"":""cola""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""colorful"",""ru"":""красочный"",""et"":""värviline"",""de"":""bunt"",""no"":""fargerike""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""column"",""ru"":""столбец"",""et"":""veerus"",""de"":""Spalte"",""no"":""kolonne""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""comb"",""ru"":""гребень"",""et"":""kamm"",""de"":""Kamm"",""no"":""kam""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""comfortable"",""ru"":""комфортный"",""et"":""mugav"",""de"":""bequem"",""no"":""behagelig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""comic"",""ru"":""комикс"",""et"":""koomiline"",""de"":""komisch"",""no"":""tegneserie""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""commitment"",""ru"":""обязательство"",""et"":""pühendumust"",""de"":""Engagement"",""no"":""engasjement""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""committee"",""ru"":""комитет"",""et"":""komitee"",""de"":""Ausschuss"",""no"":""komité""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""common"",""ru"":""общий"",""et"":""levinud"",""de"":""häufig"",""no"":""vanlig""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","verb","2","{""en"":""communicate"",""ru"":""общаться"",""et"":""suhelda"",""de"":""kommunizieren"",""no"":""kommunisere""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""communication"",""ru"":""коммуникация"",""et"":""suhtlemine"",""de"":""Kommunikation"",""no"":""kommunikasjon""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"business","adjective","2","{""en"":""company"",""ru"":""компания"",""et"":""ettevõte"",""de"":""Unternehmen"",""no"":""selskapet""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""comparative"",""ru"":""сравнительный"",""et"":""võrdlev"",""de"":""vergleichend"",""no"":""komparativ""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""compare"",""ru"":""сравнивать"",""et"":""võrrelda"",""de"":""vergleichen"",""no"":""sammenligne""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""competition"",""ru"":""соревнование"",""et"":""konkurentsi"",""de"":""Wettbewerb"",""no"":""konkurranse""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""complain"",""ru"":""жаловаться"",""et"":""kurta"",""de"":""beschweren"",""no"":""klage""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""complaint"",""ru"":""жалоба"",""et"":""kaebus"",""de"":""Beschwerde"",""no"":""klage""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""complete"",""ru"":""полный"",""et"":""täielik"",""de"":""abgeschlossen"",""no"":""komplett""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""composer"",""ru"":""композитор"",""et"":""helilooja"",""de"":""Komponist"",""no"":""komponist""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","verb","2","{""en"":""concentrate"",""ru"":""сконцентрироваться"",""et"":""keskenduda"",""de"":""konzentrieren"",""no"":""konsentrere seg""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""concern"",""ru"":""беспокойство"",""et"":""muret"",""de"":""Sorge"",""no"":""bekymring""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""condition"",""ru"":""состояние"",""et"":""tingimus"",""de"":""Zustand"",""no"":""tilstand""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""confident"",""ru"":""уверенный"",""et"":""enesekindel"",""de"":""zuversichtlich"",""no"":""selvsikker""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""confuse"",""ru"":""путать"",""et"":""segadusse ajada"",""de"":""verwirren"",""no"":""forvirre""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""confused"",""ru"":""смущенный"",""et"":""segaduses"",""de"":""verwirrt"",""no"":""forvirret""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""consequence"",""ru"":""последствие"",""et"":""tagajärg"",""de"":""Konsequenz"",""no"":""konsekvens""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","verb","2","{""en"":""consider"",""ru"":""учитывать"",""et"":""kaaluma"",""de"":""überlegen"",""no"":""vurdere""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""consist"",""ru"":""состоять"",""et"":""koosnevad"",""de"":""bestehen"",""no"":""bestå""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""contact"",""ru"":""контакт"",""et"":""kontakti"",""de"":""Kontakt"",""no"":""kontakt""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""container"",""ru"":""контейнер"",""et"":""konteiner"",""de"":""Behälter"",""no"":""beholder""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""context"",""ru"":""контекст"",""et"":""konteksti"",""de"":""Kontext"",""no"":""kontekst""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""continent"",""ru"":""континент"",""et"":""mandril"",""de"":""Kontinent"",""no"":""kontinent""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","verb","2","{""en"":""continue"",""ru"":""продолжать"",""et"":""jätka"",""de"":""weitermachen"",""no"":""fortsette""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""contrast"",""ru"":""контраст"",""et"":""kontrast"",""de"":""Kontrast"",""no"":""kontrast""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""control"",""ru"":""контроль"",""et"":""kontrolli"",""de"":""Kontrolle"",""no"":""kontroll""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""convenience"",""ru"":""удобство"",""et"":""mugavus"",""de"":""Bequemlichkeit"",""no"":""bekvemmelighet""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","adjective","2","{""en"":""convenient"",""ru"":""удобный"",""et"":""mugav"",""de"":""praktisch"",""no"":""praktisk""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cooker"",""ru"":""плита"",""et"":""pliit"",""de"":""Herd"",""no"":""komfyr""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
"general","noun","2","{""en"":""cooking"",""ru"":""приготовление пищи"",""et"":""toiduvalmistamine"",""de"":""Kochen"",""no"":""matlaging""}","{""source"":""a2_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review"",""levelSource"":2}"
