topic_slug,part_of_speech,level,translations,meta
general,noun,1,"{""en"":""dictionary"",""ru"":""словарь"",""et"":""sõnastik"",""de"":""Wörterbuch"",""no"":""ordbok""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""did"",""ru"":""делал"",""et"":""tegid"",""de"":""tat"",""no"":""gjorde""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""difference"",""ru"":""разница"",""et"":""erinevus"",""de"":""Unterschied"",""no"":""forskjell""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,adjective,1,"{""en"":""different"",""ru"":""другой"",""et"":""erinev"",""de"":""anders"",""no"":""annerledes""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""difficult"",""ru"":""трудный"",""et"":""raske"",""de"":""schwierig"",""no"":""vanskelig""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dig"",""ru"":""копать"",""et"":""kaevama"",""de"":""graben"",""no"":""grave""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dining room"",""ru"":""столовая"",""et"":""söögituba"",""de"":""Esszimmer"",""no"":""spisestue""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
food,noun,1,"{""en"":""dinner"",""ru"":""ужин"",""et"":""õhtusöök"",""de"":""Abendessen"",""no"":""middag""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dirty"",""ru"":""грязный"",""et"":""määrdunud"",""de"":""schmutzig"",""no"":""skitten""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""discuss"",""ru"":""обсуждать"",""et"":""arutada"",""de"":""besprechen"",""no"":""diskutere""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dish"",""ru"":""блюдо"",""et"":""roog"",""de"":""Gericht"",""no"":""rett""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""do"",""ru"":""делать"",""et"":""teha"",""de"":""tun"",""no"":""gjør""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""doctor"",""ru"":""доктор"",""et"":""arst"",""de"":""Arzt"",""no"":""lege""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""does"",""ru"":""делает"",""et"":""teeb"",""de"":""tut"",""no"":""gjør""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
animals,noun,1,"{""en"":""dog"",""ru"":""собака"",""et"":""koer"",""de"":""Hund"",""no"":""hund""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""doing"",""ru"":""делает"",""et"":""tegemas"",""de"":""tun"",""no"":""gjør""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""doll"",""ru"":""кукла"",""et"":""nukk"",""de"":""Puppe"",""no"":""dukke""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dollar"",""ru"":""доллар"",""et"":""dollarit"",""de"":""Dollar"",""no"":""dollar""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""door"",""ru"":""дверь"",""et"":""uks"",""de"":""Tür"",""no"":""dør""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
grammar,preposition,1,"{""en"":""down"",""ru"":""вниз"",""et"":""alla"",""de"":""unten"",""no"":""ned""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""drama"",""ru"":""драма"",""et"":""draama"",""de"":""Drama"",""no"":""drama""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""draw"",""ru"":""рисовать"",""et"":""joonistada"",""de"":""zeichnen"",""no"":""tegne""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dream"",""ru"":""мечтать"",""et"":""unistus"",""de"":""Traum"",""no"":""drøm""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dress"",""ru"":""одеваться"",""et"":""kleit"",""de"":""Kleid"",""no"":""kjole""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
food,verb,1,"{""en"":""drink"",""ru"":""напиток"",""et"":""juua"",""de"":""trinken"",""no"":""drikke""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""drive"",""ru"":""водить машину"",""et"":""sõita"",""de"":""fahren"",""no"":""kjøre""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""driver"",""ru"":""водитель"",""et"":""autojuht"",""de"":""Fahrer"",""no"":""sjåfør""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""drop"",""ru"":""уронить"",""et"":""tilk"",""de"":""fallen lassen"",""no"":""slippe""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""drum"",""ru"":""барабан"",""et"":""trumm"",""de"":""Trommel"",""no"":""tromme""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""dry"",""ru"":""сухой"",""et"":""kuiv"",""de"":""trocken"",""no"":""tørr""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""due"",""ru"":""должный"",""et"":""tähtaeg"",""de"":""fällig"",""no"":""forfaller""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""DVD"",""ru"":""DVD"",""et"":""DVD"",""de"":""DVD"",""no"":""DVD""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""each"",""ru"":""каждый"",""et"":""iga"",""de"":""jeder"",""no"":""hver""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""each other"",""ru"":""друг друга"",""et"":""üksteist"",""de"":""einander"",""no"":""hverandre""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
body,noun,1,"{""en"":""ear"",""ru"":""ухо"",""et"":""kõrva"",""de"":""Ohr"",""no"":""øre""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,adverb,1,"{""en"":""early"",""ru"":""рано"",""et"":""varakult"",""de"":""früh"",""no"":""tidlig""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,adjective,1,"{""en"":""easy"",""ru"":""легкий"",""et"":""lihtne"",""de"":""einfach"",""no"":""enkelt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""eat"",""ru"":""есть"",""et"":""süüa"",""de"":""essen"",""no"":""spise""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
food,noun,1,"{""en"":""egg"",""ru"":""яйцо"",""et"":""muna"",""de"":""Ei"",""no"":""egg""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""eight"",""ru"":""восемь"",""et"":""kaheksa"",""de"":""acht"",""no"":""åtte""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""eighteen"",""ru"":""восемнадцать"",""et"":""kaheksateist"",""de"":""achtzehn"",""no"":""atten""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""eighty"",""ru"":""восемьдесят"",""et"":""kaheksakümmend"",""de"":""achtzig"",""no"":""åtti""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""either"",""ru"":""или"",""et"":""kas"",""de"":""entweder"",""no"":""heller""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""elementary"",""ru"":""элементарный"",""et"":""elementaarne"",""de"":""elementar"",""no"":""elementært""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""eleven"",""ru"":""одиннадцать"",""et"":""üksteist"",""de"":""elf"",""no"":""elleve""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""else"",""ru"":""еще"",""et"":""muidu"",""de"":""sonst"",""no"":""annet""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
technology,noun,1,"{""en"":""email"",""ru"":""электронная почта"",""et"":""meili"",""de"":""E-Mail"",""no"":""e-post""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""end"",""ru"":""конец"",""et"":""lõppu"",""de"":""Ende"",""no"":""slutt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""engineer"",""ru"":""инженер"",""et"":""insener"",""de"":""Ingenieur"",""no"":""ingeniør""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""enjoy"",""ru"":""наслаждаться"",""et"":""naudi"",""de"":""genießen"",""no"":""nyte""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
time,noun,1,"{""en"":""evening"",""ru"":""вечер"",""et"":""õhtul"",""de"":""Abend"",""no"":""kveld""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""event"",""ru"":""событие"",""et"":""sündmus"",""de"":""Ereignis"",""no"":""begivenhet""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""every"",""ru"":""каждый"",""et"":""iga"",""de"":""jeder"",""no"":""hver""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
grammar,pronoun,1,"{""en"":""everybody"",""ru"":""все"",""et"":""kõik"",""de"":""alle"",""no"":""alle sammen""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""everyday"",""ru"":""каждый день"",""et"":""igapäevane"",""de"":""jeden Tag"",""no"":""hver dag""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
grammar,pronoun,1,"{""en"":""everyone"",""ru"":""каждый"",""et"":""kõik"",""de"":""alle"",""no"":""alle""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
grammar,pronoun,1,"{""en"":""everything"",""ru"":""все"",""et"":""kõike"",""de"":""alles"",""no"":""alt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""everywhere"",""ru"":""повсюду"",""et"":""kõikjal"",""de"":""überall"",""no"":""overalt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""example"",""ru"":""пример"",""et"":""näiteks"",""de"":""Beispiel"",""no"":""eksempel""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""excellent"",""ru"":""отличный"",""et"":""suurepärane"",""de"":""ausgezeichnet"",""no"":""utmerket""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""excited"",""ru"":""взволнованный"",""et"":""põnevil"",""de"":""aufgeregt"",""no"":""begeistret""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""exciting"",""ru"":""захватывающий"",""et"":""põnev"",""de"":""spannend"",""no"":""spennende""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""excuse"",""ru"":""извинение"",""et"":""vabandust"",""de"":""Entschuldigung"",""no"":""unnskyldning""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""exercise"",""ru"":""упражнение"",""et"":""harjutus"",""de"":""Übung"",""no"":""trening""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""expensive"",""ru"":""дорогой"",""et"":""kallis"",""de"":""teuer"",""no"":""dyrt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
body,noun,1,"{""en"":""eye"",""ru"":""глаз"",""et"":""silma"",""de"":""Auge"",""no"":""øye""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
body,noun,1,"{""en"":""face"",""ru"":""лицо"",""et"":""nägu"",""de"":""Gesicht"",""no"":""ansikt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""factory"",""ru"":""фабрика"",""et"":""tehas"",""de"":""Fabrik"",""no"":""fabrikk""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fair"",""ru"":""справедливый"",""et"":""õiglane"",""de"":""fair"",""no"":""rettferdig""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fairy"",""ru"":""сказочный"",""et"":""haldjas"",""de"":""Fee"",""no"":""fe""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""false"",""ru"":""ЛОЖЬ"",""et"":""vale"",""de"":""falsch"",""no"":""falsk""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
family,adverb,1,"{""en"":""family"",""ru"":""семья"",""et"":""perekond"",""de"":""Familie"",""no"":""familie""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""famous"",""ru"":""известный"",""et"":""kuulus"",""de"":""berühmt"",""no"":""berømt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fan"",""ru"":""вентилятор"",""et"":""fänn"",""de"":""Ventilator"",""no"":""vifte""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""farm"",""ru"":""ферма"",""et"":""talu"",""de"":""Bauernhof"",""no"":""gård""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""farmer"",""ru"":""фермер"",""et"":""põllumees"",""de"":""Bauer"",""no"":""bonde""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,adverb,1,"{""en"":""fast"",""ru"":""быстрый"",""et"":""kiire"",""de"":""schnell"",""no"":""raskt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fat"",""ru"":""толстый"",""et"":""rasv"",""de"":""fett"",""no"":""fett""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
family,noun,1,"{""en"":""father"",""ru"":""отец"",""et"":""isa"",""de"":""Vater"",""no"":""far""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,adjective,1,"{""en"":""favorite"",""ru"":""любимый"",""et"":""lemmik"",""de"":""Favorit"",""no"":""favoritt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
time,noun,1,"{""en"":""February"",""ru"":""февраль"",""et"":""veebruar"",""de"":""Februar"",""no"":""februar""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""feed"",""ru"":""кормить"",""et"":""sööda"",""de"":""füttern"",""no"":""feed""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""feel"",""ru"":""чувствовать"",""et"":""tunda"",""de"":""fühlen"",""no"":""føle""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""feeling"",""ru"":""чувство"",""et"":""tunne"",""de"":""Gefühl"",""no"":""følelse""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""festival"",""ru"":""фестиваль"",""et"":""festival"",""de"":""Fest"",""no"":""festival""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fever"",""ru"":""высокая температура"",""et"":""palavik"",""de"":""Fieber"",""no"":""feber""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""field"",""ru"":""поле"",""et"":""valdkonnas"",""de"":""Feld"",""no"":""felt""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fifteen"",""ru"":""пятнадцать"",""et"":""viisteist"",""de"":""fünfzehn"",""no"":""femten""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fifty"",""ru"":""пятьдесят"",""et"":""viiskümmend"",""de"":""fünfzig"",""no"":""femti""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fight"",""ru"":""драться"",""et"":""võitlema"",""de"":""kämpfen"",""no"":""kjempe""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""file"",""ru"":""файл"",""et"":""faili"",""de"":""Datei"",""no"":""fil""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fill"",""ru"":""наполнять"",""et"":""täita"",""de"":""füllen"",""no"":""fyll""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""find"",""ru"":""находить"",""et"":""leida"",""de"":""finden"",""no"":""finne""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fine"",""ru"":""отлично"",""et"":""hästi"",""de"":""gut"",""no"":""greit""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,verb,1,"{""en"":""finish"",""ru"":""заканчивать"",""et"":""lõpetada"",""de"":""beenden"",""no"":""ferdig""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fire"",""ru"":""огонь"",""et"":""tulekahju"",""de"":""Feuer"",""no"":""brann""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,adjective,1,"{""en"":""first"",""ru"":""первый"",""et"":""esiteks"",""de"":""zuerst"",""no"":""først""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
animals,noun,1,"{""en"":""fish"",""ru"":""рыба"",""et"":""kala"",""de"":""Fisch"",""no"":""fisk""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""fishing"",""ru"":""рыбалка"",""et"":""kalapüük"",""de"":""Angeln"",""no"":""fiske""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""five"",""ru"":""пять"",""et"":""viis"",""de"":""fünf"",""no"":""fem""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""flag"",""ru"":""флаг"",""et"":""lipp"",""de"":""Flagge"",""no"":""flagg""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""flat"",""ru"":""плоский"",""et"":""tasane"",""de"":""flach"",""no"":""flat""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""floor"",""ru"":""пол"",""et"":""korrus"",""de"":""Boden"",""no"":""etasje""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""flower"",""ru"":""цветок"",""et"":""lill"",""de"":""Blume"",""no"":""blomst""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
actions,adverb,1,"{""en"":""fly"",""ru"":""летать"",""et"":""lennata"",""de"":""fliegen"",""no"":""fly""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""focus"",""ru"":""фокус"",""et"":""keskenduda"",""de"":""Fokus"",""no"":""fokus""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""foggy"",""ru"":""туманный"",""et"":""udune"",""de"":""neblig"",""no"":""tåkete""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""following"",""ru"":""следующий"",""et"":""järgides"",""de"":""folgende"",""no"":""følgende""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
food,noun,1,"{""en"":""food"",""ru"":""еда"",""et"":""toit"",""de"":""Essen"",""no"":""mat""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""football"",""ru"":""футбол"",""et"":""jalgpall"",""de"":""Fußball"",""no"":""fotball""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
grammar,preposition,1,"{""en"":""for"",""ru"":""для"",""et"":""jaoks"",""de"":""für"",""no"":""for""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""foreign"",""ru"":""иностранный"",""et"":""välismaa"",""de"":""fremd"",""no"":""utenlandsk""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""foreigner"",""ru"":""иностранец"",""et"":""välismaalane"",""de"":""Ausländer"",""no"":""utlending""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""forget"",""ru"":""забывать"",""et"":""unusta"",""de"":""vergessen"",""no"":""glemme""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""form"",""ru"":""форма"",""et"":""vormi"",""de"":""Formular"",""no"":""form""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
general,noun,1,"{""en"":""forty"",""ru"":""сорок"",""et"":""nelikümmend"",""de"":""vierzig"",""no"":""førti""}","{""source"":""a1_words_ru.csv"",""translationSource"":""machine-translate.googleapis.com"",""reviewStatus"":""needs_review""}"
